source_dsa_id,destination_center_id,flow_count
OKOP-OP1,LAWK-TX1,1
TNMS-OP1,LAWK-TX1,1
TXSB-OP1,LAWK-TX1,3
MAOB-OP1,MABI-TX1,4
NYRT-OP1,MABI-TX1,1
PADV-OP1,MABI-TX1,1
PATF-OP1,MABI-TX1,1
NCNC-OP1,MDJH-TX1,1
PATF-OP1,MDJH-TX1,2
MDPC-OP1,MDUM-TX1,3
NCNC-OP1,MDUM-TX1,2
NYFL-IO1,MDUM-TX1,1
PADV-OP1,MDUM-TX1,1
VATB-OP1,MDUM-TX1,3
OHLB-OP1,MIHF-TX1,1
INOP-OP1,MIUM-TX1,2
MIOP-OP1,MIUM-TX1,2
OHLC-OP1,MIUM-TX1,1
OHLP-OP1,MIUM-TX1,1
PATF-OP1,MIUM-TX1,2
IAOP-OP1,MNMC-TX1,4
ILIP-OP1,MNMC-TX1,1
MNOP-OP1,MNMC-TX1,1
NEOR-OP1,MNMC-TX1,2
WIUW-IO1,MNMC-TX1,2
CORS-OP1,MNUM-TX1,1
FLUF-IO1,MNUM-TX1,1
IAOP-OP1,MNUM-TX1,1
MNOP-OP1,MNUM-TX1,5
MWOB-OP1,MNUM-TX1,1
ORUO-IO1,MNUM-TX1,1
TXGC-OP1,MNUM-TX1,2
TXSB-OP1,MNUM-TX1,1
WALC-OP1,MNUM-TX1,2
WIUW-IO1,MNUM-TX1,2
ILIP-OP1,MOBH-TX1,1
KYDA-OP1,MOBH-TX1,1
MOMA-OP1,MOBH-TX1,1
MWOB-OP1,MORH-TX1,2
ALOB-OP1,MSUM-TX1,1
LAOP-OP1,MSUM-TX1,2
MSOP-OP1,MSUM-TX1,2
GALL-OP1,NCBG-TX1,1
KYDA-OP1,NCBG-TX1,2
NCCM-IO1,NCBG-TX1,1
NCNC-OP1,NCBG-TX1,3
SCOP-OP1,NCBG-TX1,1
PATF-OP1,NCCM-TX1,1
FLMP-OP1,NCDU-TX1,1
KYDA-OP1,NCDU-TX1,1
MAOB-OP1,NCDU-TX1,1
MWOB-OP1,NCDU-TX1,1
NCNC-OP1,NCDU-TX1,2
NJTO-OP1,NCDU-TX1,1
NYWN-OP1,NCDU-TX1,1
SCOP-OP1,NCDU-TX1,2
TNDS-OP1,NCDU-TX1,1
TNMS-OP1,NCDU-TX1,1
TXGC-OP1,NCDU-TX1,1
MDPC-OP1,NCEC-TX1,1
NCNC-OP1,NCEC-TX1,3
MDPC-OP1,NCMH-TX1,1
MWOB-OP1,NEUN-TX1,2
MAOB-OP1,NJHK-TX1,3
NJTO-OP1,NJHK-TX1,1
NYRT-OP1,NJHK-TX1,2
MDPC-OP1,NJLL-TX1,1
NJTO-OP1,NJLL-TX1,1
NYRT-OP1,NJLL-TX1,1
PADV-OP1,NJLL-TX1,1
MAOB-OP1,NJRW-TX1,3
MDPC-OP1,NJRW-TX1,1
MIOP-OP1,NJRW-TX1,1
NYAP-OP1,NJRW-TX1,1
NYFL-IO1,NJRW-TX1,1
NYRT-OP1,NJRW-TX1,3
NYWN-OP1,NJRW-TX1,3
PADV-OP1,NJRW-TX1,2
VATB-OP1,NJRW-TX1,1
MAOB-OP1,NJSB-TX1,1
MDPC-OP1,NJSB-TX1,1
NJTO-OP1,NJSB-TX1,1
PADV-OP1,NJSB-TX1,1
CORS-OP1,NMPH-TX1,1
NMOP-OP1,NMPH-TX1,1
TXSB-OP1,NMPH-TX1,1
CAOP-OP1,NVUM-TX1,2
CASD-IO1,NVUM-TX1,1
NVLV-OP1,NVUM-TX1,3
ALOB-OP1,NYCP-TX1,1
MAOB-OP1,NYCP-TX1,1
NJTO-OP1,NYCP-TX1,2
PADV-OP1,NYCP-TX1,1
CORS-OP1,NYEC-TX1,1
INOP-OP1,NYEC-TX1,1
NYFL-IO1,NYEC-TX1,1
NYWN-OP1,NYEC-TX1,1
UTOP-OP1,NYEC-TX1,1
NYFL-IO1,NYFL-TX1,1
MAOB-OP1,NYMA-TX1,3
NYAP-OP1,NYMA-TX1,1
NYRT-OP1,NYMA-TX1,1
MAOB-OP1,NYMS-TX1,1
NEOR-OP1,NYMS-TX1,1
NJTO-OP1,NYMS-TX1,2
NYRT-OP1,NYMS-TX1,2
PADV-OP1,NYMS-TX1,1
NYAP-OP1,NYNY-TX1,1
NYRT-OP1,NYNY-TX1,1
PADV-OP1,NYNY-TX1,2
MAOB-OP1,NYUC-TX1,1
PADV-OP1,NYUC-TX1,1
NJTO-OP1,NYUM-TX1,1
PATF-OP1,NYUM-TX1,1
ALOB-OP1,OHCC-TX1,1
KYDA-OP1,OHCC-TX1,1
OHLB-OP1,OHCC-TX1,1
PATF-OP1,OHCC-TX1,2
CORS-OP1,OHCM-TX1,1
GALL-OP1,OHCO-TX1,1
OHLC-OP1,OHCO-TX1,1
INOP-OP1,OHOU-TX1,1
KYDA-OP1,OHOU-TX1,3
MIOP-OP1,OHOU-TX1,1
OHLB-OP1,OHOU-TX1,3
OHLC-OP1,OHOU-TX1,1
OHLP-OP1,OHOU-TX1,1
KYDA-OP1,OHUC-TX1,7
OHLC-OP1,OHUC-TX1,3
PATF-OP1,OHUC-TX1,1
TNDS-OP1,OHUC-TX1,1
MIOP-OP1,OHUH-TX1,1
MOMA-OP1,OHUH-TX1,2
OHLB-OP1,OHUH-TX1,2
OHLC-OP1,OHUH-TX1,1
OKOP-OP1,OKBC-TX1,4
TXSB-OP1,OKBC-TX1,1
ORUO-IO1,ORUO-TX1,4
WALC-OP1,ORUO-TX1,1
MDPC-OP1,PAAE-TX1,1
PATF-OP1,PAAG-TX1,1
NJTO-OP1,PALV-TX1,1
PADV-OP1,PALV-TX1,1
PATF-OP1,PALV-TX1,2
NYWN-OP1,PAPT-TX1,1
OHLP-OP1,PAPT-TX1,1
PADV-OP1,PAPT-TX1,1
PATF-OP1,PAPT-TX1,2
MDPC-OP1,PATU-TX1,1
NYRT-OP1,PATU-TX1,1
MAOB-OP1,PAUP-TX1,5
MDPC-OP1,PAUP-TX1,2
NYAP-OP1,PAUP-TX1,1
NYFL-IO1,PAUP-TX1,3
NYRT-OP1,PAUP-TX1,4
NYWN-OP1,PAUP-TX1,2
PADV-OP1,PAUP-TX1,14
PATF-OP1,PAUP-TX1,4
VATB-OP1,PAUP-TX1,2
PRLL-OP1,PRSJ-TX1,13
FLFH-IO1,SCMU-TX1,1
FLUF-IO1,SCMU-TX1,1
FLWC-OP1,SCMU-TX1,1
GALL-OP1,SCMU-TX1,3
INOP-OP1,SCMU-TX1,1
NCCM-IO1,SCMU-TX1,3
NCNC-OP1,SCMU-TX1,1
NEOR-OP1,SCMU-TX1,1
OKOP-OP1,SCMU-TX1,1
SCOP-OP1,SCMU-TX1,3
TNDS-OP1,SCMU-TX1,1
TXGC-OP1,SCMU-TX1,2
ALOB-OP1,SCPG-TX1,1
GALL-OP1,SCPG-TX1,4
NCCM-IO1,SCPG-TX1,2
NCNC-OP1,SCPG-TX1,1
SCOP-OP1,SCPG-TX1,3
TNDS-OP1,SCPG-TX1,4
VATB-OP1,SCPG-TX1,1
AROR-OP1,TNMH-TX1,1
MOMA-OP1,TNMH-TX1,1
MSOP-OP1,TNMH-TX1,2
TNDS-OP1,TNMH-TX1,1
TNMS-OP1,TNMH-TX1,4
TXSB-OP1,TNMH-TX1,1
ALOB-OP1,TNVU-TX1,2
GALL-OP1,TNVU-TX1,2
INOP-OP1,TNVU-TX1,2
KYDA-OP1,TNVU-TX1,1
TNDS-OP1,TNVU-TX1,4
LAOP-OP1,TXAS-TX1,1
TXGC-OP1,TXAS-TX1,1
TXSB-OP1,TXAS-TX1,2
OKOP-OP1,TXHD-TX1,1
TXGC-OP1,TXHD-TX1,2
TXSA-OP1,TXHD-TX1,1
TXSB-OP1,TXHD-TX1,3
TXSA-OP1,TXHS-TX1,3
TXSA-OP1,TXMC-TX1,1
TXSB-OP1,TXMC-TX1,2
LAOP-OP1,TXMH-TX1,1
TXGC-OP1,TXMH-TX1,6
TXSB-OP1,TXMH-TX1,2
TXGC-OP1,TXPL-TX1,2
TXSB-OP1,TXPL-TX1,2
MWOB-OP1,TXSW-TX1,1
TXGC-OP1,TXSW-TX1,1
TXSA-OP1,TXSW-TX1,4
TXSB-OP1,TXSW-TX1,1
MOMA-OP1,TXTX-TX1,1
OKOP-OP1,TXTX-TX1,2
TXGC-OP1,TXTX-TX1,3
TXSB-OP1,TXTX-TX1,3
UTOP-OP1,UTLD-TX1,4
NVLV-OP1,UTMC-TX1,1
UTOP-OP1,UTMC-TX1,5
NYRT-OP1,VAFH-TX1,1
VATB-OP1,VAFH-TX1,1
ALOB-OP1,VAMC-TX1,1
MDPC-OP1,VAMC-TX1,2
NCNC-OP1,VAMC-TX1,2
NYWN-OP1,VAMC-TX1,1
PADV-OP1,VAMC-TX1,3
VATB-OP1,VAMC-TX1,4
MDPC-OP1,VANG-TX1,2
NCNC-OP1,VANG-TX1,1
MAOB-OP1,VAUV-TX1,1
OHLB-OP1,VAUV-TX1,1
PADV-OP1,VAUV-TX1,1
VATB-OP1,VAUV-TX1,1
WALC-OP1,WASM-TX1,2
WALC-OP1,WAUW-TX1,2
ORUO-IO1,WAVM-TX1,1
ILIP-OP1,WISE-TX1,2
INOP-OP1,WISE-TX1,2
MIOP-OP1,WISE-TX1,1
MWOB-OP1,WISE-TX1,1
OHLC-OP1,WISE-TX1,1
WIDN-OP1,WISE-TX1,1
WIUW-IO1,WISE-TX1,4
ILIP-OP1,WISL-TX1,1
MIOP-OP1,WISL-TX1,1
CASD-IO1,WIUW-TX1,1
FLMP-OP1,WIUW-TX1,1
IAOP-OP1,WIUW-TX1,1
ILIP-OP1,WIUW-TX1,1
INOP-OP1,WIUW-TX1,1
MAOB-OP1,WIUW-TX1,1
MIOP-OP1,WIUW-TX1,1
MNOP-OP1,WIUW-TX1,1
MOMA-OP1,WIUW-TX1,3
MWOB-OP1,WIUW-TX1,1
NVLV-OP1,WIUW-TX1,2
PATF-OP1,WIUW-TX1,1
TNDS-OP1,WIUW-TX1,1
VATB-OP1,WIUW-TX1,1
WIDN-OP1,WIUW-TX1,2
WIUW-IO1,WIUW-TX1,2
